var_	acc_var_	original_varname	acc_varname	groupid	notes
1545		Halimium-type	Halimium-type	DWAR	NULL
1645		Heliotropium	Heliotropium	HERB	NULL
1546		Fritillaria lusitanica	Fritillaria lusitanica	HERB	NULL
1547		Gentiana lutea/G. pneumonanthe	Gentiana lutea/G. pneumonanthe	HERB	NULL
1548		Myrica-type	Myrica-type	TRSH	NULL
1549		Potentilla palustris	Potentilla palustris	HERB	NULL
1550		cf. Humulus lupulus	cf. Humulus lupulus	INUN	NULL
1551		Analysed lines	Analysed lines	NOPO	NULL
1552		Lonicera periclymenum	Lonicera periclymenum	TRSH	NULL
1553		Potentilla recta	Potentilla recta	HERB	NULL
1554		Selaginella selaginoides-type	Selaginella selaginoides	VACR	NULL
1555		Quercus infectoria-type	Quercus infectoria-type	TRSH	NULL
1556		Anthericum-type	Anthericum	HERB	NULL
1557		Maianthemum	Maianthemum	HERB	NULL
1558		Euglypha	Euglypha	RHIZ	NULL
1559		Flamula-type	Flamula-type	HERB	NULL
1560		Veratrum	Veratrum	HERB	NULL
1561		Pediastrum angulosum var. laevigatum	Pediastrum angulosum var. laevigatum	ALGA	NULL
1562		Assulina	Assulina	RHIZ	NULL
1563		Amphitrema	Amphitrema	RHIZ	NULL
1564		Meliola niessleana	Meliola niessleana	FUNG	NULL
1565		Sagittaria sagittifolia	Sagittaria sagittifolia	AQUA	NULL
1566		Rhamnus catharticus	Rhamnus catharticus	TRSH	NULL
1567		Humulus lupulus-type	Humulus lupulus-type	HERB	NULL
1568		Comarum palustre	Comarum palustre	AQUA	NULL
1569		Hydrocharis morsus-ranae	Hydrocharis morsus-ranae	AQUA	NULL
1570		Cyperaceae class 2	Cyperaceae class 2	HERB	NULL
1571		Poaceae class 2	Poaceae class 2	HERB	NULL
1572		Poaceae class 3	Poaceae class 3	HERB	NULL
1573		Drosera rotundifolia-type	Drosera rotundifolia-type	HELO	NULL
1574		Pteridophyta spore	Pteridophyta spore	VACR	NULL
1575		Erica tetralix-type	Erica tetralix-type	DWAR	NULL
1576		Cyperaceae class 4	Cyperaceae class 4	HERB	NULL
1577		Poaceae class 1	Poaceae class 1	HERB	NULL
1578		Poaceae class 4	Poaceae class 4	HERB	NULL
1579		Potamogetonaceae	Potamogeton-type	AQUA	NULL
1580		Thymus serpyllum	Thymus serpyllum	DWAR	NULL
1581		Cyperaceae class 3	Cyperaceae class 3	HERB	NULL
1582		Cyperaceae class 1	Cyperaceae class 1	HERB	NULL
1583		Blechnum	Blechnum	VACR	NULL
1584		Vicia cracca-type	Vicia cracca-type	HERB	NULL
1585		Eleocharis palustris	Eleocharis palustris	AQUA	NULL
1586		Triglochin maritima	Triglochin maritima	AQUA	NULL
1587		Cichorium intybus-type	Crepis-type	HERB	NULL
1588		Rumex sanguineus-group	Rumex sanguineus-group	HERB	NULL
1589		Rhododendron ferrugineum	Rhododendron ferrugineum	DWAR	NULL
1590		Euphrasia	Rhinanthus-type	HERB	NULL
1591		Thypha/Sparganium	Typha/Sparganium	AQUA	NULL
1592		Capsella bursa-pastoris-type	Capsella bursa-pastoris-type	HERB	NULL
1593		Paronychia-type	Paronychia-type	HERB	NULL
1594		Trilete spores	Trilete spore(s)	VACR	NULL
1595		Polygonum oxyspermum-group	Polygonum oxyspermum-group	HERB	NULL
1596		Polygonum aviculare-group	Polygonum aviculare-group	HERB	NULL
1597		Succisa pratensis-type	Succisa pratensis-type	HERB	NULL
1598		Primula farinosa-type	Primula farinosa-type	HERB	NULL
1599		Betula/Carpinus	Betula/Carpinus	TRSH	NULL
1600		Alkanna-type	Alkanna-type	HERB	NULL
1601		Centaurea-type	Centaurea-type	HERB	NULL
1602		Poterium-type	Poterium-type	HERB	NULL
1603		Helleborus-type	Helleborus-type	HERB	NULL
1604		Anchusa-type	Anchusa-type	HERB	NULL
1605		Nerium	Nerium oleander	TRSH	NULL
1606		Anacardiaceae	Anacardiaceae	TRSH	NULL
1607		Acer campestre	Acer campestre	TRSH	NULL
1608		Rubus undifferentiated	Rubus undifferentiated	TRSH	NULL
1609		Anthriscus sylvestris	Anthriscus sylvestris-type	HERB	NULL
1610		Conopodium majus	Conopodium majus	HERB	NULL
1611		Poaceae (annulus 8-10 um)	Poaceae (annulus 8-10 um)	HERB	NULL
1612		Poaceae (annulus >10 um)	Poaceae (annulus >10 um)	HERB	NULL
1613		Primula veris-type	Primula veris-type	HERB	NULL
1614		Rumex sanguineus-type	Rumex sanguineus-type	HERB	NULL
1615		Sediment volume used (ml)	Sediment volume used (ml)	NOPO	NULL
1616		Lactuceae undifferentiated	Lactuceae undifferentiated	HERB	NULL
1617		Umbilicus rupestris-type	Umbilicus rupestris-type	HERB	NULL
1618		Urtica urens	Urtica urens	HERB	NULL
1619		Bryophyta	Bryophyta	VACR	NULL
1620		Potamogeton natans-type	Potamogeton natans-type	AQUA	NULL
1621		Ligustrum vulgare	Ligustrum	TRSH	NULL
1622		Asplenium-type	Asplenium-type	VACR	NULL
1623		Chelidonium majus	Chelidonium majus	HERB	NULL
1624		Prunella vulgaris-type	Prunella vulgaris-type	HERB	NULL
1625		Cornus sanguinea	Cornus sanguinea-type	TRSH	NULL
1626		Trichomanes speciosum	Trichomanes speciosum	VACR	NULL
1627		Quercus evergreeen	Quercus evergreeen	TRSH	NULL
1628		Tiefen	Tiefen	NOPO	NULL
1629		Triver	Triver	NOPO	NULL
1630		Sarcopoterium spinosum/Sanguisorba minor	Sarcopoterium spinosum/Sanguisorba minor	HERB	NULL
1631		Montia fontana	Montia fontana	HERB	NULL
1632		Plantago lagopus-type	Plantago lagopus-type	HERB	NULL
1633		Plantago p.p.	Plantago p.p.	HERB	NULL
1634		Fraxinus ornus-type	Fraxinus ornus	TRSH	NULL
1635		Sarcopoterium-type	Sarcopoterium-type	TRSH	NULL
1636		Quercus p.p.	Quercus p.p.	TRSH	NULL
1637		Agrostemma	Agrostemma	HERB	NULL
1638		Trilete spores (verrucate)	Trilete spores (verrucate)	VACR	NULL
1639		Cistus p.p.	Cistus	TRSH	NULL
1640		Cistus monspeliensis	Cistus monspeliensis	HERB	NULL
1641		Trilete spores (psilate)	Trilete spores (psilate)	VACR	NULL
1642		Cerealia p.p.	Cerealia-type	HERB	NULL
1643		Rhamnus/Paliurus	Rhamnus/Paliurus	TRSH	NULL
1644		Nicotiana tabacum	Nicotiana tabacum	HERB	NULL
1646		Centaurea p.p.	Centaurea p.p.	HERB	NULL
1647		Galega-type	Galega-type	HERB	NULL
1648		Salix pentandra-type	Salix pentandra-type	TRSH	NULL
1649		Asteroideae undifferentiated	Asteroideae undifferentiated	HERB	NULL
1650		Rumex cf. R. obtusifolius	Rumex cf. R. obtusifolius	HERB	NULL
1651		Sorbus-group	Rosaceae (non-operculate)	TRSH	NULL
1652		Cuscuta europaea-type	Cuscuta europaea-type	HERB	NULL
1653		Charcoal >100 _m	Charcoal >100 _m	CHAR	NULL
1654		Prunus cf. P. spinosa	Prunus cf. P. spinosa	TRSH	NULL
1655		Helianthemum nummularium-type	Helianthemum nummularium-type	HERB	NULL
1656		Salvia verticillata-type	Salvia verticillata-type	HERB	NULL
1657		Gypsophila fastigiata	Gypsophila fastigiata	HERB	NULL
1658		Iris pseudacorus-type	Iris pseudacorus-type	HERB	NULL
1659		Pinus cembra-type	Pinus cembra-type	TRSH	NULL
1660		Lilium martagon-type	Lilium	HERB	NULL
1661		Ambrosia artemisiifolia-type	Ambrosia artemisiifolia-type	HERB	NULL
1662		Phaeoceros laevis	Phaeoceros laevis	BRYO	NULL
1663		Ranunculus ficaria-type	Ranunculus ficaria-type	HERB	NULL
1664		Saussurea-type	Saussurea-type	HERB	NULL
1665		Cerastium/Stellaria-type	Cerastium/Stellaria-type	HERB	NULL
1666		Valeriana officinalis-type	Valeriana officinalis-type	HERB	NULL
1667		cf. Lychnis flos-cuculi	cf. Lychnis flos-cuculi	INUN	NULL
1668		Linaria-type	Linaria-type	HERB	NULL
1669		Fallopia convolvulus-type	Fallopia	HERB	NULL
1670		Phaseolus-type	Phaseolus-type	HERB	NULL
1671		Vicia cracca	Vicia cracca	HERB	NULL
1672		cf. Melilotus	cf. Melilotus	INUN	NULL
1673		Agrimonia	Agrimonia	HERB	NULL
1674		Knautia arvensis	Knautia arvensis	HERB	NULL
1675		Trifolium alpinum-type	Trifolium alpinum-type	HERB	NULL
1676		Loiseleuria procumbens	Loiseleuria procumbens	DWAR	NULL
1677		Soldanella	Soldanella	HERB	NULL
1678		Hedwigia	Hedwigia	BRYO	NULL
1679		Ranunculus aconitifolius-type	Ranunculus aconitifolius-type	HERB	NULL
1680		Ailanthus	Ailanthus	TRSH	NULL
1681		Anthyllis	Anthyllis	HERB	NULL
1682		Oxalis	Oxalis	HERB	NULL
1683		Tofieldia	Tofieldia	HERB	NULL
1684		Astragalus alpinus-type	Astragalus alpinus-type	HERB	NULL
1685		Stellaria nemorum	Stellaria nemorum	HERB	NULL
1686		Polygala vulgaris-type	Polygala vulgaris-type	HERB	NULL
1687		Primula hirsuta-type	Primula hirsuta-type	HERB	NULL
1688		Carlina	Carlina	HERB	NULL
1689		Solanum nigrum-type	Solanum nigrum-type	HERB	NULL
1690		Lycopodium clavatum-type	Lycopodium clavatum-type	VACR	NULL
1691		Lloydia serotina	Lloydia serotina	HERB	NULL
1692		Aegopodium podagraria	Aegopodium podagraria	HERB	NULL
1693		Odontites-type	Odontites-type	HERB	NULL
1694		Adenostyles-type	Adenostyles-type	HERB	NULL
1695		Pleurospermum austriacum	Pleurospermum austriacum	HERB	NULL
1696		Polystichum-type	Polystichum-type	VACR	NULL
1697		Galeopsis	Galeopsis-type	HERB	NULL
1698		Valeriana tripteris-type	Valeriana tripteris-type	HERB	NULL
1699		Cyperus-type	Cyperus-type	AQUA	NULL
1700		Xanthium spinosum	Xanthium spinosum	HERB	NULL
1701		Mercurialis perennis-type	Mercurialis perennis-type	HERB	NULL
1702		Pinguicula	Pinguicula	HERB	NULL
1703		Viburnum opulus-type	Viburnum opulus	TRSH	NULL
1704		Charcoal >0.1mm	Charcoal >0.1mm	CHAR	NULL
1705		Rumex cf. R. alpinus	Rumex cf. R. alpinus	HERB	NULL
1706		Sparganium minimum	Sparganium minimum	AQUA	NULL
1707		Oxalis stricta	Oxalis stricta	HERB	NULL
1708		Batrachium	Batrachium	HERB	NULL
1709		Lysimachia thyrsiflora	Lysimachia vulgaris-type	HERB	NULL
1710		Stratiotes aloides	Stratiotes aloides	AQUA	NULL
1711		Epilobium undifferentiated	Epilobium undifferentiated	HERB	NULL
1712		Centaurea rhenana-type	Centaurea rhenana-type	HERB	NULL
1713		Larix/Pseudotsuga	Larix/Pseudotsuga	TRSH	NULL
1714		Chenopodiaceae p.p.	Chenopodiaceae p.p.	HERB	NULL
1715		Omphalodes-type	Omphalodes-type	HERB	NULL
1716		Saxifraga hirculus-type	Saxifraga hirculus-type	HERB	NULL
1717		Silene p.p.	Silene p.p.	HERB	NULL
1718		Caragana	Caragana	TRSH	NULL
1719		Empetrum/Ledum	Empetrum/Ledum	DWAR	NULL
1720		Adoxa moschatellina	Adoxa moschatellina	HERB	NULL
1721		Aconitum-group	Aconitum-group	HERB	NULL
1722		Aruncus-type	Aruncus-type	HERB	NULL
1723		Cerastium	Cerastium-type	HERB	NULL
1724		Lathyrus/Vicia-type	Lathyrus/Vicia-type	HERB	NULL
1725		Poaceae wild grass type	Poaceae wild grass type	HERB	NULL
1726		Lycopodium complanatum	Lycopodium clavatum-type	VACR	NULL
1727		Trilete spores undifferentiated	Trilete spores undifferentiated	VACR	NULL
1728		Prunoideae	Prunoideae	TRSH	NULL
1729		Dryopteris expansa	Dryopteris expansa	VACR	NULL
1730		Cimicifuga foetida	Cimicifuga foetida	HERB	NULL
1731		Pulmonaria-group	Pulmonaria-group	HERB	NULL
1732		Scrophulariaceae p.p.	Scrophulariaceae p.p.	HERB	NULL
1733		Athyrium distentifolium	Athyrium distentifolium	VACR	NULL
1734		Matteuccia struthiopteris	Matteuccia struthiopteris	VACR	NULL
1735		Sorbus/Cotoneaster	Sorbus/Cotoneaster	TRSH	NULL
1736		Empetrum-group	Empetrum-group	DWAR	NULL
1737		Dianthus	Dianthus/Petrorhagia	HERB	NULL
1738		Vicia lathyroides	Vicia lathyroides	HERB	NULL
1739		Scabiosa columbaria-type	Scabiosa columbaria-type	HERB	NULL
1740		Xanthium spinosum-type	Xanthium	HERB	NULL
1741		Fallopia	Fallopia	HERB	NULL
1742		Swertia perennis	Swertia perennis	HERB	NULL
1743		Bergenia crassifolia	Bergenia crassifolia	HERB	NULL
1744		Alchemilla pentaphylla-type	Alchemilla pentaphylla-type	HERB	NULL
1745		Viola odorata-type	Viola odorata-type	HERB	NULL
1746		Pedicularis verticillata-type	Pedicularis verticillata-type	HERB	NULL
1747		Galeopsis/Ballota-type	Galeopsis/Ballota-type	HERB	NULL
1748		Goniolimon	Goniolimon	HERB	NULL
1749		Papaver rhoeas-group	Papaver rhoeas-group	HERB	NULL
1750		Polemonium caeruleum	Polemonium caeruleum	HERB	NULL
1751		Bistorta vivipara	Polygonum viviparum	HERB	NULL
1752		Polygonum alpinum	Polygonum alpinum	HERB	NULL
1753		Polygonatum	Polygonatum	HERB	NULL
1754		Gentianella germanica-type	Gentianella germanica-type	HERB	NULL
1755		Valeriana montana-type	Valeriana montana-type	HERB	NULL
1756		Polygala comosa-type	Polygala comosa-type	HERB	NULL
1757		Patrinia	Patrinia	HERB	NULL
1758		Adonis vernalis	Adonis vernalis	HERB	NULL
1759		Viola tricolor-type	Viola tricolor-type	HERB	NULL
1760		Consolida-type	Consolida-type	HERB	NULL
1761		Iris humilis	Iris humilis	HERB	NULL
1762		Lithospermum officinale-type	Lithospermum officinale-type	HERB	NULL
1763		Betula pubescens-type	Betula pubescens-type	TRSH	NULL
1764		Ulmus glabra-type	Ulmus glabra-type	TRSH	NULL
1765		Huperzia selago-type	Huperzia selago	VACR	NULL
1766		Alnus viridis subsp. fruticosa	Alnus viridis	TRSH	NULL
1767		Ledum-type	Ledum-type	DWAR	NULL
1768		Pinus sibirica	Pinus cembra-type	TRSH	NULL
1769		Macrobiotus hufelandi	Macrobiotus hufelandi	NOPO	NULL
1770		Rhizopoda sp.A	Rhizopoda sp.A	NOPO	NULL
1771		Rhizopoda sp.B	Rhizopoda sp.B	NOPO	NULL
1772		Rhizopoda sp.C	Rhizopoda sp.C	NOPO	NULL
1773		Rotifera sp.B (egg)	Rotifera sp.B (egg)	NOPO	NULL
1774		Rotifera sp.A (egg)	Rotifera sp.A (egg)	NOPO	NULL
1775		Rotifera sp.C (egg)	Rotifera sp.C (egg)	NOPO	NULL
1776		Botryococcus pila	Botryococcus pila	ALGA	NULL
1777		Zygnema	Zygnema	CHLO	NULL
1778		Dryas	Dryas octopetala	HERB	NULL
1779		Hepaticeae	Hepaticeae	BRYO	NULL
1780		Salix polaris	Salix polaris	DWAR	NULL
1781		Pediastrum boryanum var. boryanum	Pediastrum boryanum var. boryanum	ALGA	NULL
1782		Pediastrum kawraiskyi-integrum	Pediastrum kawraiskyi-integrum	ALGA	NULL
1783		Tardigrada (body)	Tardigrada (body)	NOPO	NULL
1784		Habrotrocha	Habrotrocha	ROTI	NULL
1785		Algae	Algae	ALGA	NULL
1786		Centropyxis	Centropyxis	ALGA	NULL
1787		Polygalaceae	Polygala	HERB	NULL
1788		Ophioglossaceae	Ophioglossaceae	VACR	NULL
1789		Menyanthes trifoliata-type	Menyanthes trifoliata-type	AQUA	NULL
1790		Carpinus betulus-type	Carpinus betulus-type	TRSH	NULL
1791		Parrotia cf. P. persica	Parrotia cf. P. persica	TRSH	NULL
1792		Ulmus/Zelkova	Ulmus/Zelkova	TRSH	NULL
1793		Compositae Liguliflorae	Compositae Liguliflorae	HERB	NULL
1794		Compositae tubuliflorae	Compositae tubuliflorae	HERB	NULL
1795		Typha/Sparganium	Typha/Sparganium	AQUA	NULL
1796		Gloeotrichia	Gloeotrichia	CYAN	NULL
1797		Monolete psilate	Monolete fern spores	VACR	NULL
1798		Testate amoebae	Testate amoebae	NOPO	NULL
1799		Ceratophyllum: spines	Ceratophyllum: spines	VEMI	NULL
1800		Pteridium aquilinum-type	Pteridium aquilinum-type	VACR	NULL
1801		Sphagnum: leaves	Sphagnum: leaves	MACR	NULL
1802		Trilete spores (not psilate)	Trilete spores (not psilate)	VACR	NULL
1803		Salvinia/Azolla	Salvinia/Azolla	AQUA	NULL
1804		Monolete not psilate	Monolete not psilate	VACR	NULL
1805		Tetraedron minimum	Tetraedron minimum	ALGA	NULL
1806		Ostracoda: mandible	Ostracoda: mandible	MICR	NULL
1807		Urticaceae/Moraceae	Urticaceae/Moraceae	HERB	NULL
1808		Tetraploa	Tetraploa	FUNG	NULL
1809		Parrotia persica	Parrotia persica	TRSH	NULL
1810		Azolla: massulae	Azolla: massulae	AQUA	NULL
1811		Tetraedron	Tetraedron	ALGA	NULL
1812		Foraminifera	Foraminifera	INVE	NULL
1813		Sporangium	Sporangium	NOPO	NULL
1814		Turbellariae	Turbellariae	NOPO	NULL
1815		Poaceae (37 um)	Poaceae (37 um)	HERB	NULL
1816		Polygonum aviculare/bistorta-type	Polygonum aviculare/bistorta-type	HERB	NULL
1817		Parthenocissus	Parthenocissus	TRSH	NULL
1818		Reworked	Reworked	NOPO	NULL
1819		Cucumis	Cucumis	HERB	NULL
1820		Theligonum	Theligonum cynocrambe	HERB	NULL
1821		Moss: leaf	Moss: leaf	VACR	NULL
1822		Concentricystes	Concentricystes	NOPO	NULL
1823		Typha (tetrad)	Typha (tetrad)	AQUA	NULL
1824		Thecaphora	Thecaphora	FUNG	NULL
1825		Spiniferites (reworked)	Spiniferites (reworked)	NOPO	NULL
1826		Brigantedinium	Brigantedinium	DINO	NULL
1827		Spiniferites cruciferus	Spiniferites cruciferus	NOPO	NULL
1828		Oedogonium	Oedogonium	ALGA	NULL
1829		Dinoflagellate (theca)	Dinoflagellate (theca)	NOPO	NULL
1830		Filinia	Filinia	ROTI	NULL
1831		Radiosperma	Radiosperma	INVE	NULL
1832		Pinus pinea/halepensis-type	Pinus pinea/halepensis-type	TRSH	NULL
1833		Pinus sylvestris/nigra-type	Pinus sylvestris/nigra-type	TRSH	NULL
1834		Lavandula stoechas-type	Lavandula stoechas-type	HERB	NULL
1835		Sordaria	Sordaria	NOPO	NULL
1836		Pistacia lentiscus	Pistacia	TRSH	NULL
1837		Rosaceae undiff,	Rosaceae undiff,	TRSH	NULL
1838		Asphodelus albus-type	Asphodelus albus-type	HERB	NULL
1839		Liliaceae undiff,	Liliaceae undiff,	HERB	NULL
1840		Trilete fern spores undifferentiated	Trilete fern spores undifferentiated	VACR	NULL
1841		Cistus ladanifer	Cistus ladanifer	HERB	NULL
1842		Cytisus/Genista-type	Cytisus/Genista-type	HERB	NULL
1843		Daphne gnidium-type	Daphne gnidium-type	DWAR	NULL
1844		Prunus/Rubus-type	Prunus/Rubus-type	TRSH	NULL
1845		Fumaria officinalis-type	Fumaria officinalis-type	HERB	NULL
1846		Cercophora	Cercophora-type	FUNG	NULL
1847		Cryptogramma	Cryptogramma crispa	VACR	NULL
1848		Osyris alba-type	Osyris alba-type	HERB	NULL
1849		Pistacia terebinthus	Pistacia	TRSH	NULL
1850		Viscum album-type	Viscum album-type	HEMI	NULL
1851		Ruscus	Ruscus	TRSH	NULL
1852		Armeria/Limonium-type	Armeria/Limonium-type	HERB	NULL
1853		Asparagus-type	Asparagus-type	HERB	NULL
1854		Cynomorium	Cynomorium	HERB	NULL
1855		Cytinus hypocistis-type	Cytinus hypocistis-type	HERB	NULL
1856		Nerium oleander	Nerium oleander	TRSH	NULL
1857		Vicia faba-type	Vicia faba-type	HERB	NULL
1858		Araceae	Araceae	HERB	NULL
1859		Securinega tinctoria-type	Securinega tinctoria-type	TRSH	NULL
1860		Jasminum-type	Jasminum-type	TRSH	NULL
1861		Lygeum	Lygeum spartum	HERB	NULL
1862		Linaceae	Linaceae	HERB	NULL
1863		Selaginella denticulata-type	Selaginella denticulata-type	VACR	NULL
1864		Chimaphila umbellata	Chimaphila umbellata	HERB	NULL
1865		Lactuca-type	Lactuca-type	HERB	NULL
1866		Poaceae (<37 um)	Poaceae (<37 um)	HERB	NULL
1867		Volvocaceae	Volvocaceae	ALGA	NULL
1868		Monolete spores (psilate)	Monolete spores (psilate)	VACR	NULL
1869		Ranunculus parviflorus	Ranunculus arvensis-type	HERB	NULL
1870		Litorella-type	Litorella-type	AQUA	NULL
1871		Trilete spores (scabrate)	Trilete spores (scabrate)	VACR	NULL
1872		Persicaria	Persicaria	HERB	NULL
1873		Helianthus-type	Helianthus-type	HERB	NULL
1874		Typha minima	Typha minima	HELO	NULL
1875		Plantago maior	Plantago major	HERB	NULL
1876		Morus nigra	Morus nigra	TRSH	NULL
1877		Laserpitium latifolium-type	Laserpitium latifolium-type	HERB	NULL
1878		Crocus	Crocus	HERB	NULL
1879		Seseli-type	Seseli-type	HERB	NULL
1880		Zea-type	Zea-type	HERB	NULL
1881		Vaccinium/Rhododendron	Vaccinium/Rhododendron	DWAR	NULL
1882		Rumex obtusifolius	Rumex crispus-type	HERB	NULL
1883		Parnassia-type	Parnassia-type	HERB	NULL
1884		Peplis	Lythrum portula-type	HERB	NULL
1885		Lycopodium (count)	Lycopodium (count)	NOPO	NULL
1886		Trifolium montanum	Trifolium montanum	HERB	NULL
1887		Chamaedaphne	Chamaedaphne	TRSH	NULL
1888		Ericaceae cf. Ledum	Ericaceae cf. Ledum	TRSH	NULL
1889		Stachys sylvestris	Stachys sylvestris	HERB	NULL
1890		Carpinus orientalis/Ostrya carpinifolia	Carpinus orientalis/Ostrya carpinifolia	TRSH	NULL
1891		Fraxinus undifferentiated	Fraxinus undifferentiated	TRSH	NULL
1892		Magnolia	Magnolia-type	TRSH	NULL
1893		Magnoliaceae undifferentiated	Magnoliaceae undifferentiated	TRSH	NULL
1894		Phillyrea angustifolia-type	Phillyrea angustifolia-type	TRSH	NULL
1895		Adonis annua-type	Adonis aestivalis-type	HERB	NULL
1896		Avena/Triticum-group	Avena/Triticum-group	HERB	NULL
1897		Cruciferae undifferentiated	Cruciferae undifferentiated	HERB	NULL
1898		Gramineae wild grass-group	Gramineae wild grass-group	HERB	NULL
1899		Hordeum-group	Hordeum-group	HERB	NULL
1900		Thalictrum flavum-type	Thalictrum flavum-type	HERB	NULL
1901		Alisma-type	Alisma-type	HELO	NULL
1902		Hydrocharis	Hydrocharis morsus-ranae	AQUA	NULL
1903		cf. Althaenia	cf. Althaenia	INUN	NULL
1904		cf. Cannabis	cf. Cannabis	INUN	NULL
1905		Reworked pollen	Reworked pollen	PREQ	NULL
1906		Sample wet volume (ml)	Sample wet volume (ml)	NOPO	NULL
1907		Clematis	Clematis	TRSH	NULL
1908		Pistacia cf. P. lentiscus	Pistacia cf. P. lentiscus	TRSH	NULL
1909		Anagallis arvensis-type	Anagallis arvensis-type	HERB	NULL
1910		Labiatae cf. Lamium	Labiatae cf. Lamium	HERB	NULL
1911		Papaveraceae cf. Corydalis	Papaveraceae cf. Corydalis	HERB	NULL
1912		Scrophulariaceae cf. Veronica	Scrophulariaceae cf. Veronica	HERB	NULL
1913		Smilax	Smilax	HERB	NULL
1914		Hottonia palustris-type	Hottonia palustris-type	AQUA	NULL
1915		Alnus incana/cordata-type	Alnus incana/cordata-type	TRSH	NULL
1916		Clematis vitalba-group	Clematis vitalba-group	LIAN	NULL
1917		Pistacia cf. P. terebinthus	Pistacia cf. P. terebinthus	TRSH	NULL
1918		Helleborus viridis-type	Helleborus viridis-type	HERB	NULL
1919		Plantago cf. P. afra	Plantago cf. P. afra	HERB	NULL
1920		cf. Cytisus	cf. Cytisus	INUN	NULL
1921		cf. Pyrus	cf. Pyrus	INUN	NULL
1922		cf. Ziziphus	cf. Ziziphus	INUN	NULL
1923		Rebedded	Rebedded	PREQ	NULL
1924		Ficus	Ficus	TRSH	NULL
1925		Pinus halepensis	Pinus halepensis	TRSH	NULL
1926		cf. Casuarina	cf. Casuarina	INUN	NULL
1927		cf. Centaurium	cf. Centaurium	INUN	NULL
1928		cf. Valeriana	cf. Valeriana	INUN	NULL
1929		Paulownia	Paulownia	TRSH	NULL
1930		Melilotus	Astragalus-type	HERB	NULL
1931		Herniaria	Herniaria	HERB	NULL
1932		Poaceae cf. Phragmites australis	Poaceae cf. Phragmites australis	HERB	NULL
1933		Capparis	Capparis	TRSH	NULL
1934		Tilia platyphyllos-type	Tilia platyphyllos-type	TRSH	NULL
1935		Palmae	Palmae	TRSH	NULL
1936		cf. Ceratonia	cf. Ceratonia	INUN	NULL
1937		Fraxinus cf. F. ornus	Fraxinus cf. F. ornus	TRSH	NULL
1938		Narcissus	Narcissus	HERB	NULL
1939		cf. Adonis	cf. Adonis	INUN	NULL
1940		cf. Iris	cf. Iris	INUN	NULL
1941		Carpinus orientalis/Ostrya carpinifolia-type	Carpinus orientalis/Ostrya carpinifolia-type	TRSH	NULL
1942		Cupressus	Juniperus-type	TRSH	NULL
1943		Astragalus	Astragalus-type	HERB	NULL
1944		Poaceae wild grass-group	Poaceae wild grass-group	HERB	NULL
1945		cf. Verbascum	cf. Verbascum	INUN	NULL
1946		Sanguisorba cf. S. minor	Sanguisorba cf. S. minor	HERB	NULL
1947		Urtica cf. U. pilulifera	Urtica cf. U. pilulifera	HERB	NULL
1948		Alnus cf. A. incana	Alnus cf. A. incana	TRSH	NULL
1949		Urtica pilulifera-type	Urtica pilulifera-type	HERB	NULL
1950		cf. Primula	cf. Primula	INUN	NULL
1951		Gramineae wild-grass-group	Gramineae wild-grass-group	HERB	NULL
1952		Althaenia	Althaenia	AQUA	NULL
1953		Genista/Cytisus	Genista/Cytisus	HERB	NULL
1954		Crassula	Crassulaceae	HERB	NULL
